id_facture;id_contrat;date_emission;date_echeance;periode_debut;periode_fin;montant_ht;tva;montant_ttc;cout_energie;consommation;statut_paiement;id_client;id_compteur;created_at;updated_at;montant_ht ;montant_ttc_1;cout_energie_1
FAC00001086         ;CTR000094      ;2023/11/14 00:00:00.000;2023/12/14 00:00:00.000;2023/10/15 00:00:00.000;2023/11/14 00:00:00.000;5;20;6;3;62;Payée     ;CLI00153  ;GAZ_0036            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;5;6;3
FAC00001949         ;CTR000169      ;2023/11/14 00:00:00.000;2023/12/14 00:00:00.000;2023/10/15 00:00:00.000;2023/11/14 00:00:00.000;22;20;26;13;245;Payée     ;CLI00040  ;GAZ_0072            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000;22;26;13
FAC00001980         ;CTR000172      ;2023/11/15 00:00:00.000;2023/12/15 00:00:00.000;2023/10/16 00:00:00.000;2023/11/15 00:00:00.000;384;20;461;230;91;En retard ;CLI00112  ;EAU_0062            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000;384;461;230
FAC00000375         ;CTR000033      ;2023/11/16 00:00:00.000;2023/12/16 00:00:00.000;2023/10/17 00:00:00.000;2023/11/16 00:00:00.000;276;20;331;165;65;En retard ;CLI00007  ;EAU_0023            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000;276;331;165
FAC00000573         ;CTR000050      ;2023/11/16 00:00:00.000;2023/12/16 00:00:00.000;2023/10/17 00:00:00.000;2023/11/16 00:00:00.000;238;20;285;142;1587;Payée     ;CLI00145  ;ELEC_0052           ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;238;285;142
FAC00000794         ;CTR000069      ;2023/11/16 00:00:00.000;2023/12/16 00:00:00.000;2023/10/17 00:00:00.000;2023/11/16 00:00:00.000;171;20;205;102;1142;En attente;CLI00187  ;ELEC_0037           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;171;205;102
FAC00000842         ;CTR000074      ;2023/11/16 00:00:00.000;2023/12/16 00:00:00.000;2023/10/17 00:00:00.000;2023/11/16 00:00:00.000;82;20;99;49;552;Payée     ;CLI00088  ;ELEC_0028           ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000;82;99;49
FAC00001354         ;CTR000117      ;2023/11/16 00:00:00.000;2023/12/16 00:00:00.000;2023/10/17 00:00:00.000;2023/11/16 00:00:00.000;32;20;39;19;366;En retard ;CLI00069  ;GAZ_0132            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000;32;39;19
FAC00001602         ;CTR000138      ;2023/11/16 00:00:00.000;2023/12/16 00:00:00.000;2023/10/17 00:00:00.000;2023/11/16 00:00:00.000;184;20;221;110;1228;En retard ;CLI00161  ;ELEC_0079           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;184;221;110
FAC00001411         ;CTR000122      ;2023/11/17 00:00:00.000;2023/12/17 00:00:00.000;2023/10/18 00:00:00.000;2023/11/17 00:00:00.000;389;20;467;233;92;Payée     ;CLI00161  ;EAU_0107            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000;389;467;233
FAC00000200         ;CTR000018      ;2023/11/18 00:00:00.000;2023/12/18 00:00:00.000;2023/10/19 00:00:00.000;2023/11/18 00:00:00.000;336;20;403;201;80;Payée     ;CLI00014  ;EAU_0026            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000;336;403;201
FAC00000225         ;CTR000020      ;2023/11/18 00:00:00.000;2023/12/18 00:00:00.000;2023/10/19 00:00:00.000;2023/11/18 00:00:00.000;31;20;37;18;347;Payée     ;CLI00158  ;GAZ_0102            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000;31;37;18
FAC00001273         ;CTR000110      ;2023/11/18 00:00:00.000;2023/12/18 00:00:00.000;2023/10/19 00:00:00.000;2023/11/18 00:00:00.000;-300;20;360;180;71;Payée     ;CLI00009  ;EAU_0116            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000;300;360;180
FAC00000032         ;CTR000003      ;2023/11/19 00:00:00.000;2023/12/19 00:00:00.000;2023/10/20 00:00:00.000;2023/11/19 00:00:00.000;215;20;258;129;1434;En attente;CLI00179  ;ELEC_0058           ;2026/01/03 22:25:20.000000000;2026/01/03 22:25:20.000000000;215;258;129
FAC00000754         ;CTR000066      ;2023/11/19 00:00:00.000;2023/12/19 00:00:00.000;2023/10/20 00:00:00.000;2023/11/19 00:00:00.000;42;20;50;25;469;Payée     ;CLI00174  ;GAZ_0129            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;42;50;25
FAC00000908         ;CTR000079      ;2023/11/19 00:00:00.000;2023/12/19 00:00:00.000;2023/10/20 00:00:00.000;2023/11/19 00:00:00.000;8;20;9;4;91;En retard ;CLI00169  ;GAZ_0111            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000;8;9;4
FAC00001176         ;CTR000102      ;2023/11/19 00:00:00.000;2023/12/19 00:00:00.000;2023/10/20 00:00:00.000;2023/11/19 00:00:00.000;40;20;48;24;451;Payée     ;CLI00114  ;GAZ_0126            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000;40;48;24
FAC00001205         ;CTR000104      ;2023/11/19 00:00:00.000;2023/12/19 00:00:00.000;2023/10/20 00:00:00.000;2023/11/19 00:00:00.000;301;20;361;180;71;Payée     ;CLI00009  ;EAU_0071            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000;301;361;180
FAC00001366         ;CTR000118      ;2023/11/19 00:00:00.000;2023/12/19 00:00:00.000;2023/10/20 00:00:00.000;2023/11/19 00:00:00.000;218;20;262;131;1455;Payée     ;CLI00193  ;ELEC_0106           ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000;218;262;131
FAC00001773         ;CTR000153      ;2023/11/19 00:00:00.000;2023/12/19 00:00:00.000;2023/10/20 00:00:00.000;2023/11/19 00:00:00.000;23;20;28;14;262;Payée     ;CLI00032  ;GAZ_0099            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;23;28;14
FAC00001855         ;CTR000161      ;2023/11/19 00:00:00.000;2023/12/19 00:00:00.000;2023/10/20 00:00:00.000;2023/11/19 00:00:00.000;275;20;330;165;1835;En attente;CLI00153  ;ELEC_0019           ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;275;330;165
FAC00000340         ;CTR000030      ;2023/11/20 00:00:00.000;2023/12/20 00:00:00.000;2023/10/21 00:00:00.000;2023/11/20 00:00:00.000;19;20;23;11;218;En attente;CLI00070  ;GAZ_0027            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000;19;23;11
FAC00000461         ;CTR000041      ;2023/11/20 00:00:00.000;2023/12/20 00:00:00.000;2023/10/21 00:00:00.000;2023/11/20 00:00:00.000;207;20;248;124;1382;En attente;CLI00064  ;ELEC_0127           ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;207;248;124
FAC00000642         ;CTR000057      ;2023/11/20 00:00:00.000;2023/12/20 00:00:00.000;2023/10/21 00:00:00.000;2023/11/20 00:00:00.000;18;20;22;11;206;En attente;CLI00154  ;GAZ_0123            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;18;22;11
FAC00001924         ;CTR000167      ;2023/11/20 00:00:00.000;2023/12/20 00:00:00.000;2023/10/21 00:00:00.000;2023/11/20 00:00:00.000;34;20;41;20;382;Payée     ;CLI00161  ;GAZ_0129            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000;34;41;20
FAC00002005         ;CTR000174      ;2023/11/20 00:00:00.000;2023/12/20 00:00:00.000;2023/10/21 00:00:00.000;2023/11/20 00:00:00.000;36;20;43;21;400;En attente;CLI00157  ;GAZ_0015            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000;36;43;21
FAC00001548         ;CTR000134      ;2023/11/21 00:00:00.000;2023/12/21 00:00:00.000;2023/10/22 00:00:00.000;2023/11/21 00:00:00.000;92;20;111;55;619;Payée     ;CLI00110  ;ELEC_0052           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;92;111;55
FAC00001692         ;CTR000146      ;2023/11/21 00:00:00.000;2023/12/21 00:00:00.000;2023/10/22 00:00:00.000;2023/11/21 00:00:00.000;350;20;420;210;83;Payée     ;CLI00095  ;EAU_0077            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;350;420;210
FAC00000326         ;CTR000029      ;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;2023/10/23 00:00:00.000;2023/11/22 00:00:00.000;6;20;7;3;72;En retard ;CLI00079  ;GAZ_0114            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000;6;7;3
FAC00000442         ;CTR000039      ;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;2023/10/23 00:00:00.000;2023/11/22 00:00:00.000;31;20;37;18;344;Payée     ;CLI00071  ;GAZ_0108            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000;31;37;18
FAC00000560         ;CTR000049      ;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;2023/10/23 00:00:00.000;2023/11/22 00:00:00.000;144;20;173;86;34;Payée     ;CLI00072  ;EAU_0101            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;144;173;86
FAC00000811         ;CTR000071      ;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;2023/10/23 00:00:00.000;2023/11/22 00:00:00.000;62;20;74;37;14;Payée     ;CLI00090  ;EAU_0122            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;62;74;37
FAC00000901         ;CTR000078      ;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;2023/10/23 00:00:00.000;2023/11/22 00:00:00.000;31;20;37;18;344;Payée     ;CLI00104  ;GAZ_0048            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000;31;37;18
FAC00001019         ;CTR000089      ;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;2023/10/23 00:00:00.000;2023/11/22 00:00:00.000;212;20;254;127;1414;En attente;CLI00090  ;ELEC_0091           ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;212;254;127
FAC00001128         ;CTR000098      ;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;2023/10/23 00:00:00.000;2023/11/22 00:00:00.000;-79;20;95;47;18;Payée     ;CLI00081  ;EAU_0116            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;79;95;47
FAC00001761         ;CTR000152      ;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;2023/10/23 00:00:00.000;2023/11/22 00:00:00.000;116;20;140;70;27;Payée     ;CLI00023  ;EAU_0026            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;116;140;70
FAC00000526         ;CTR000046      ;2023/11/24 00:00:00.000;2023/12/24 00:00:00.000;2023/10/25 00:00:00.000;2023/11/24 00:00:00.000;91;20;109;54;610;Payée     ;CLI00155  ;ELEC_0052           ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;91;109;54
FAC00001562         ;CTR000135      ;2023/11/24 00:00:00.000;2023/12/24 00:00:00.000;2023/10/25 00:00:00.000;2023/11/24 00:00:00.000;63;20;76;38;15;Payée     ;CLI00041  ;EAU_0071            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;63;76;38
FAC00001732         ;CTR000150      ;2023/11/24 00:00:00.000;2023/12/24 00:00:00.000;2023/10/25 00:00:00.000;2023/11/24 00:00:00.000;69;20;83;41;16;Payée     ;CLI00043  ;EAU_0113            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;69;83;41
FAC00001825         ;CTR000158      ;2023/11/24 00:00:00.000;2023/12/24 00:00:00.000;2023/10/25 00:00:00.000;2023/11/24 00:00:00.000;61;20;74;37;14;En attente;CLI00049  ;EAU_0101            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;61;74;37
FAC00001967         ;CTR000171      ;2023/11/24 00:00:00.000;2023/12/24 00:00:00.000;2023/10/25 00:00:00.000;2023/11/24 00:00:00.000;400;20;480;240;95;Payée     ;CLI00101  ;EAU_0017            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000;400;480;240
FAC00001780         ;CTR000154      ;2023/11/25 00:00:00.000;2023/12/25 00:00:00.000;2023/10/26 00:00:00.000;2023/11/25 00:00:00.000;15;20;18;9;175;Payée     ;CLI00110  ;GAZ_0081            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;15;18;9
FAC00000483         ;CTR000043      ;2023/11/26 00:00:00.000;2023/12/26 00:00:00.000;2023/10/27 00:00:00.000;2023/11/26 00:00:00.000;352;20;422;211;83;Payée     ;CLI00078  ;EAU_0002            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;352;422;211
FAC00000691         ;CTR000061      ;2023/11/26 00:00:00.000;2023/12/26 00:00:00.000;2023/10/27 00:00:00.000;2023/11/26 00:00:00.000;43;20;52;26;486;En retard ;CLI00166  ;GAZ_0012            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;43;52;26
FAC00001810         ;CTR000157      ;2023/11/26 00:00:00.000;2023/12/26 00:00:00.000;2023/10/27 00:00:00.000;2023/11/26 00:00:00.000;-287;20;345;172;1917;Payée     ;CLI00053  ;ELEC_0133           ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;287;345;172
FAC00001010         ;CTR000088      ;2023/11/27 00:00:00.000;2023/12/27 00:00:00.000;2023/10/28 00:00:00.000;2023/11/27 00:00:00.000;366;20;439;219;87;Payée     ;CLI00157  ;EAU_0101            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;366;439;219
FAC00001658         ;CTR000143      ;2023/11/27 00:00:00.000;2023/12/27 00:00:00.000;2023/10/28 00:00:00.000;2023/11/27 00:00:00.000;136;20;163;81;908;En retard ;CLI00031  ;ELEC_0109           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;136;163;81
FAC00001989         ;CTR000173      ;2023/11/27 00:00:00.000;2023/12/27 00:00:00.000;2023/10/28 00:00:00.000;2023/11/27 00:00:00.000;138;20;165;82;921;Payée     ;CLI00023  ;ELEC_0112           ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000;138;165;82
FAC00001319         ;CTR000114      ;2023/11/28 00:00:00.000;2023/12/28 00:00:00.000;2023/10/29 00:00:00.000;2023/11/28 00:00:00.000;37;20;44;22;412;Payée     ;CLI00146  ;GAZ_0090            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000;37;44;22
FAC00001447         ;CTR000125      ;2023/11/29 00:00:00.000;2023/12/29 00:00:00.000;2023/10/30 00:00:00.000;2023/11/29 00:00:00.000;10;20;12;6;113;Payée     ;CLI00095  ;GAZ_0117            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000;10;12;6
FAC00000251         ;CTR000022      ;2023/11/30 00:00:00.000;2023/12/30 00:00:00.000;2023/10/31 00:00:00.000;2023/11/30 00:00:00.000;52;20;63;31;12;Payée     ;CLI00059  ;EAU_0092            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000;52;63;31
FAC00000265         ;CTR000024      ;2023/12/01 00:00:00.000;2023/12/31 00:00:00.000;2023/11/01 00:00:00.000;2023/12/01 00:00:00.000;285;20;342;171;67;Payée     ;CLI00150  ;EAU_0098            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000;285;342;171
FAC00000444         ;CTR000040      ;2023/12/01 00:00:00.000;2023/12/31 00:00:00.000;2023/11/01 00:00:00.000;2023/12/01 00:00:00.000;14;20;17;8;164;En attente;CLI00020  ;GAZ_0093            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000;14;17;8
FAC00000012         ;CTR000001      ;2023/12/02 00:00:00.000;2024/01/01 00:00:00.000;2023/11/02 00:00:00.000;2023/12/02 00:00:00.000;115;20;139;69;27;En retard ;CLI00135  ;EAU_0065            ;2026/01/03 22:25:19.000000000;2026/01/03 22:25:19.000000000;115;139;69
FAC00001525         ;CTR000132      ;2023/12/04 00:00:00.000;2024/01/03 00:00:00.000;2023/11/04 00:00:00.000;2023/12/04 00:00:00.000;181;20;217;108;1208;Payée     ;CLI00026  ;ELEC_0118           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;181;217;108
FAC00001289         ;CTR000111      ;2023/12/05 00:00:00.000;2024/01/04 00:00:00.000;2023/11/05 00:00:00.000;2023/12/05 00:00:00.000;329;20;395;197;78;Payée     ;CLI00023  ;EAU_0113            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000;329;395;197
FAC00001301         ;CTR000112      ;2023/12/05 00:00:00.000;2024/01/04 00:00:00.000;2023/11/05 00:00:00.000;2023/12/05 00:00:00.000;28;20;33;16;312;En retard ;CLI00054  ;GAZ_0090            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000;28;33;16
FAC00000970         ;CTR000084      ;2023/12/06 00:00:00.000;2024/01/05 00:00:00.000;2023/11/06 00:00:00.000;2023/12/06 00:00:00.000;11;20;14;7;131;Payée     ;CLI00138  ;GAZ_0048            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000;11;14;7
FAC00001898         ;CTR000165      ;2023/12/06 00:00:00.000;2024/01/05 00:00:00.000;2023/11/06 00:00:00.000;2023/12/06 00:00:00.000;19;20;23;11;220;Payée     ;CLI00151  ;GAZ_0018            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000;19;23;11
FAC00001227         ;CTR000106      ;2023/12/07 00:00:00.000;2024/01/06 00:00:00.000;2023/11/07 00:00:00.000;2023/12/07 00:00:00.000;14;20;17;8;164;Payée     ;CLI00147  ;GAZ_0030            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000;14;17;8
FAC00001670         ;CTR000144      ;2023/12/07 00:00:00.000;2024/01/06 00:00:00.000;2023/11/07 00:00:00.000;2023/12/07 00:00:00.000;48;20;58;29;322;Payée     ;CLI00123  ;ELEC_0019           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;48;58;29
FAC00002026         ;CTR000176      ;2023/12/07 00:00:00.000;2024/01/06 00:00:00.000;2023/11/07 00:00:00.000;2023/12/07 00:00:00.000;22;20;27;13;249;Payée     ;CLI00182  ;GAZ_0036            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000;22;27;13
FAC00002035         ;CTR000177      ;2023/12/07 00:00:00.000;2024/01/06 00:00:00.000;2023/11/07 00:00:00.000;2023/12/07 00:00:00.000;80;20;96;48;19;En retard ;CLI00089  ;EAU_0134            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000;80;96;48
FAC00000116         ;CTR000010      ;2023/12/08 00:00:00.000;2024/01/07 00:00:00.000;2023/11/08 00:00:00.000;2023/12/08 00:00:00.000;181;20;217;108;43;Payée     ;CLI00012  ;EAU_0020            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000;181;217;108
FAC00000118         ;CTR000011      ;2023/12/08 00:00:00.000;2024/01/07 00:00:00.000;2023/11/08 00:00:00.000;2023/12/08 00:00:00.000;65;20;78;39;15;En attente;CLI00072  ;EAU_0140            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000;65;78;39
FAC00000310         ;CTR000028      ;2023/12/08 00:00:00.000;2024/01/07 00:00:00.000;2023/11/08 00:00:00.000;2023/12/08 00:00:00.000;8;20;10;5;96;En attente;CLI00028  ;GAZ_0024            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000;8;10;5
FAC00000724         ;CTR000063      ;2023/12/08 00:00:00.000;2024/01/07 00:00:00.000;2023/11/08 00:00:00.000;2023/12/08 00:00:00.000;21;20;25;12;240;Payée     ;CLI00028  ;GAZ_0003            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;21;25;12
FAC00000945         ;CTR000082      ;2023/12/08 00:00:00.000;2024/01/07 00:00:00.000;2023/11/08 00:00:00.000;2023/12/08 00:00:00.000;339;20;407;203;80;Payée     ;CLI00055  ;EAU_0053            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000;339;407;203
FAC00000982         ;CTR000085      ;2023/12/08 00:00:00.000;2024/01/07 00:00:00.000;2023/11/08 00:00:00.000;2023/12/08 00:00:00.000;242;20;290;145;1613;Payée     ;CLI00051  ;ELEC_0118           ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000;242;290;145
FAC00001122         ;CTR000097      ;2023/12/08 00:00:00.000;2024/01/07 00:00:00.000;2023/11/08 00:00:00.000;2023/12/08 00:00:00.000;294;20;353;176;70;En attente;CLI00126  ;EAU_0074            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;294;353;176
FAC00001539         ;CTR000133      ;2023/12/08 00:00:00.000;2024/01/07 00:00:00.000;2023/11/08 00:00:00.000;2023/12/08 00:00:00.000;62;20;75;37;14;Payée     ;CLI00041  ;EAU_0113            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;62;75;37
FAC00000302         ;CTR000027      ;2023/12/09 00:00:00.000;2024/01/08 00:00:00.000;2023/11/09 00:00:00.000;2023/12/09 00:00:00.000;159;20;191;95;1064;Payée     ;CLI00163  ;ELEC_0040           ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000;159;191;95
FAC00001611         ;CTR000139      ;2023/12/09 00:00:00.000;2024/01/08 00:00:00.000;2023/11/09 00:00:00.000;2023/12/09 00:00:00.000;8;20;10;5;94;Payée     ;CLI00168  ;GAZ_0024            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;8;10;5
FAC00001795         ;CTR000155      ;2023/12/09 00:00:00.000;2024/01/08 00:00:00.000;2023/11/09 00:00:00.000;2023/12/09 00:00:00.000;208;20;250;125;1392;Payée     ;CLI00166  ;ELEC_0022           ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;208;250;125
FAC00000580         ;CTR000051      ;2023/12/10 00:00:00.000;2024/01/09 00:00:00.000;2023/11/10 00:00:00.000;2023/12/10 00:00:00.000;146;20;175;87;34;Payée     ;CLI00140  ;EAU_0047            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;146;175;87
FAC00001066         ;CTR000093      ;2023/12/10 00:00:00.000;2024/01/09 00:00:00.000;2023/11/10 00:00:00.000;2023/12/10 00:00:00.000;125;20;151;75;29;En retard ;CLI00037  ;EAU_0131            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;125;151;75
FAC00001345         ;CTR000116      ;2023/12/10 00:00:00.000;2024/01/09 00:00:00.000;2023/11/10 00:00:00.000;2023/12/10 00:00:00.000;24;20;29;14;269;Payée     ;CLI00181  ;GAZ_0075            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000;24;29;14
FAC00000763         ;CTR000067      ;2023/12/11 00:00:00.000;2024/01/10 00:00:00.000;2023/11/11 00:00:00.000;2023/12/11 00:00:00.000;171;20;206;103;1145;En retard ;CLI00007  ;ELEC_0124           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;171;206;103
FAC00000887         ;CTR000077      ;2023/12/11 00:00:00.000;2024/01/10 00:00:00.000;2023/11/11 00:00:00.000;2023/12/11 00:00:00.000;96;20;116;58;23;En retard ;CLI00110  ;EAU_0119            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000;96;116;58
FAC00000925         ;CTR000080      ;2023/12/11 00:00:00.000;2024/01/10 00:00:00.000;2023/11/11 00:00:00.000;2023/12/11 00:00:00.000;40;20;48;24;453;Payée     ;CLI00189  ;GAZ_0051            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000;40;48;24
FAC00001513         ;CTR000130      ;2023/12/11 00:00:00.000;2024/01/10 00:00:00.000;2023/11/11 00:00:00.000;2023/12/11 00:00:00.000;54;20;65;32;361;Payée     ;CLI00148  ;ELEC_0034           ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000;54;65;32
FAC00000475         ;CTR000042      ;2023/12/12 00:00:00.000;2024/01/11 00:00:00.000;2023/11/12 00:00:00.000;2023/12/12 00:00:00.000;217;20;260;130;1449;En retard ;CLI00051  ;ELEC_0118           ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;217;260;130
FAC00000607         ;CTR000053      ;2023/12/12 00:00:00.000;2024/01/11 00:00:00.000;2023/11/12 00:00:00.000;2023/12/12 00:00:00.000;14;20;17;8;165;Payée     ;CLI00113  ;GAZ_0075            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;14;17;8
FAC00000735         ;CTR000064      ;2023/12/12 00:00:00.000;2024/01/11 00:00:00.000;2023/11/12 00:00:00.000;2023/12/12 00:00:00.000;401;20;481;240;95;Payée     ;CLI00057  ;EAU_0131            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;401;481;240
FAC00001850         ;CTR000160      ;2023/12/12 00:00:00.000;2024/01/11 00:00:00.000;2023/11/12 00:00:00.000;2023/12/12 00:00:00.000;294;20;353;176;70;Payée     ;CLI00029  ;EAU_0062            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000;294;353;176
FAC00001701         ;CTR000147      ;2023/12/13 00:00:00.000;2024/01/12 00:00:00.000;2023/11/13 00:00:00.000;2023/12/13 00:00:00.000;272;20;326;163;64;Payée     ;CLI00199  ;EAU_0035            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000;272;326;163
FAC00000427         ;CTR000038      ;2023/12/14 00:00:00.000;2024/01/13 00:00:00.000;2023/11/14 00:00:00.000;2023/12/14 00:00:00.000;118;20;142;71;28;En attente;CLI00038  ;EAU_0017            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000;118;142;71
FAC00001087         ;CTR000094      ;2023/12/14 00:00:00.000;2024/01/13 00:00:00.000;2023/11/14 00:00:00.000;2023/12/14 00:00:00.000;43;20;51;25;480;En attente;CLI00153  ;GAZ_0036            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000;43;51;25
FAC00001981         ;CTR000172      ;2023/12/15 00:00:00.000;2024/01/14 00:00:00.000;2023/11/15 00:00:00.000;2023/12/15 00:00:00.000;211;20;253;126;50;Payée     ;CLI00112  ;EAU_0062            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000;211;253;126
FAC00000376         ;CTR000033      ;2023/12/16 00:00:00.000;2024/01/15 00:00:00.000;2023/11/16 00:00:00.000;2023/12/16 00:00:00.000;212;20;254;127;50;Payée     ;CLI00007  ;EAU_0023            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000;212;254;127
FAC00000574         ;CTR000050      ;2023/12/16 00:00:00.000;2024/01/15 00:00:00.000;2023/11/16 00:00:00.000;2023/12/16 00:00:00.000;157;20;189;94;1051;Payée     ;CLI00145  ;ELEC_0052           ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000;157;189;94
FAC00000795         ;CTR000069      ;2023/12/16 00:00:00.000;2024/01/15 00:00:00.000;2023/11/16 00:00:00.000;2023/12/16 00:00:00.000;265;20;318;159;1769;En attente;CLI00187  ;ELEC_0037           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000;265;318;159
