id_facture;id_contrat;date_emission;date_echeance;periode_debut;periode_fin;montant_ht;tva;montant_ttc;cout_energie;consommation;statut_paiement;id_client;id_compteur;created_at;updated_at
FAC00000326         ;CTR000029      ;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;2023/10/23 00:00:00.000;2023/11/22 00:00:00.000;6,56;20,0;7,87;3,94;72,88;En retard ;CLI00079  ;GAZ_0114            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000442         ;CTR000039      ;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;2023/10/23 00:00:00.000;2023/11/22 00:00:00.000;31,01;20,0;37,21;18,61;344,55;Payée     ;CLI00071  ;GAZ_0108            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000560         ;CTR000049      ;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;2023/10/23 00:00:00.000;2023/11/22 00:00:00.000;144,86;20,0;173,83;86,91;34,49;Payée     ;CLI00072  ;EAU_0101            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00000811         ;CTR000071      ;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;2023/10/23 00:00:00.000;2023/11/22 00:00:00.000;62,33;20,0;74,8;37,4;14,84;Payée     ;CLI00090  ;EAU_0122            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00000901         ;CTR000078      ;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;2023/10/23 00:00:00.000;2023/11/22 00:00:00.000;31,0;20,0;37,2;18,6;344,45;Payée     ;CLI00104  ;GAZ_0048            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001019         ;CTR000089      ;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;2023/10/23 00:00:00.000;2023/11/22 00:00:00.000;212,16;20,0;254,59;127,29;1414,38;En attente;CLI00090  ;ELEC_0091           ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001128         ;CTR000098      ;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;2023/10/23 00:00:00.000;2023/11/22 00:00:00.000;-79,46;20,0;95,35;47,68;18,92;Payée     ;CLI00081  ;EAU_0116            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001761         ;CTR000152      ;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;2023/10/23 00:00:00.000;2023/11/22 00:00:00.000;116,84;20,0;140,21;70,11;27,82;Payée     ;CLI00023  ;EAU_0026            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00000526         ;CTR000046      ;2023/11/24 00:00:00.000;2023/12/24 00:00:00.000;2023/10/25 00:00:00.000;2023/11/24 00:00:00.000;91,62;20,0;109,94;54,97;610,79;Payée     ;CLI00155  ;ELEC_0052           ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00001562         ;CTR000135      ;2023/11/24 00:00:00.000;2023/12/24 00:00:00.000;2023/10/25 00:00:00.000;2023/11/24 00:00:00.000;63,67;20,0;76,4;38,2;15,16;Payée     ;CLI00041  ;EAU_0071            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00001732         ;CTR000150      ;2023/11/24 00:00:00.000;2023/12/24 00:00:00.000;2023/10/25 00:00:00.000;2023/11/24 00:00:00.000;69,17;20,0;83,0;41,5;16,47;Payée     ;CLI00043  ;EAU_0113            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00001825         ;CTR000158      ;2023/11/24 00:00:00.000;2023/12/24 00:00:00.000;2023/10/25 00:00:00.000;2023/11/24 00:00:00.000;61,87;20,0;74,24;37,12;14,73;En attente;CLI00049  ;EAU_0101            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00001967         ;CTR000171      ;2023/11/24 00:00:00.000;2023/12/24 00:00:00.000;2023/10/25 00:00:00.000;2023/11/24 00:00:00.000;400,47;20,0;480,56;240,28;95,35;Payée     ;CLI00101  ;EAU_0017            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00001780         ;CTR000154      ;2023/11/25 00:00:00.000;2023/12/25 00:00:00.000;2023/10/26 00:00:00.000;2023/11/25 00:00:00.000;15,82;20,0;18,98;9,49;175,76;Payée     ;CLI00110  ;GAZ_0081            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00000483         ;CTR000043      ;2023/11/26 00:00:00.000;2023/12/26 00:00:00.000;2023/10/27 00:00:00.000;2023/11/26 00:00:00.000;352,38;20,0;422,86;211,43;83,9;Payée     ;CLI00078  ;EAU_0002            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00000691         ;CTR000061      ;2023/11/26 00:00:00.000;2023/12/26 00:00:00.000;2023/10/27 00:00:00.000;2023/11/26 00:00:00.000;43,81;20,0;52,57;26,28;486,74;En retard ;CLI00166  ;GAZ_0012            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001810         ;CTR000157      ;2023/11/26 00:00:00.000;2023/12/26 00:00:00.000;2023/10/27 00:00:00.000;2023/11/26 00:00:00.000;-287,6;20,0;345,12;172,56;1917,32;Payée     ;CLI00053  ;ELEC_0133           ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00001010         ;CTR000088      ;2023/11/27 00:00:00.000;2023/12/27 00:00:00.000;2023/10/28 00:00:00.000;2023/11/27 00:00:00.000;366,28;20,0;439,54;219,77;87,21;Payée     ;CLI00157  ;EAU_0101            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001658         ;CTR000143      ;2023/11/27 00:00:00.000;2023/12/27 00:00:00.000;2023/10/28 00:00:00.000;2023/11/27 00:00:00.000;136,26;20,0;163,51;81,76;908,39;En retard ;CLI00031  ;ELEC_0109           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00001989         ;CTR000173      ;2023/11/27 00:00:00.000;2023/12/27 00:00:00.000;2023/10/28 00:00:00.000;2023/11/27 00:00:00.000;138,23;20,0;165,88;82,94;921,53;Payée     ;CLI00023  ;ELEC_0112           ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00001319         ;CTR000114      ;2023/11/28 00:00:00.000;2023/12/28 00:00:00.000;2023/10/29 00:00:00.000;2023/11/28 00:00:00.000;37,16;20,0;44,59;22,29;412,86;Payée     ;CLI00146  ;GAZ_0090            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00001447         ;CTR000125      ;2023/11/29 00:00:00.000;2023/12/29 00:00:00.000;2023/10/30 00:00:00.000;2023/11/29 00:00:00.000;10,26;20,0;12,31;6,15;113,96;Payée     ;CLI00095  ;GAZ_0117            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00000251         ;CTR000022      ;2023/11/30 00:00:00.000;2023/12/30 00:00:00.000;2023/10/31 00:00:00.000;2023/11/30 00:00:00.000;52,88;20,0;63,46;31,73;12,59;Payée     ;CLI00059  ;EAU_0092            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000265         ;CTR000024      ;2023/12/01 00:00:00.000;2023/12/31 00:00:00.000;2023/11/01 00:00:00.000;2023/12/01 00:00:00.000;285,18;20,0;342,22;171,11;67,9;Payée     ;CLI00150  ;EAU_0098            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000444         ;CTR000040      ;2023/12/01 00:00:00.000;2023/12/31 00:00:00.000;2023/11/01 00:00:00.000;2023/12/01 00:00:00.000;14,77;20,0;17,72;8,86;164,13;En attente;CLI00020  ;GAZ_0093            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000012         ;CTR000001      ;2023/12/02 00:00:00.000;2024/01/01 00:00:00.000;2023/11/02 00:00:00.000;2023/12/02 00:00:00.000;115,88;20,0;139,06;69,53;27,59;En retard ;CLI00135  ;EAU_0065            ;2026/01/03 22:25:19.000000000;2026/01/03 22:25:19.000000000
FAC00001525         ;CTR000132      ;2023/12/04 00:00:00.000;2024/01/03 00:00:00.000;2023/11/04 00:00:00.000;2023/12/04 00:00:00.000;181,23;20,0;217,48;108,74;1208,21;Payée     ;CLI00026  ;ELEC_0118           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00001289         ;CTR000111      ;2023/12/05 00:00:00.000;2024/01/04 00:00:00.000;2023/11/05 00:00:00.000;2023/12/05 00:00:00.000;329,87;20,0;395,84;197,92;78,54;Payée     ;CLI00023  ;EAU_0113            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00001301         ;CTR000112      ;2023/12/05 00:00:00.000;2024/01/04 00:00:00.000;2023/11/05 00:00:00.000;2023/12/05 00:00:00.000;28,13;20,0;33,76;16,88;312,6;En retard ;CLI00054  ;GAZ_0090            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00000970         ;CTR000084      ;2023/12/06 00:00:00.000;2024/01/05 00:00:00.000;2023/11/06 00:00:00.000;2023/12/06 00:00:00.000;11,79;20,0;14,15;7,07;131,0;Payée     ;CLI00138  ;GAZ_0048            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001898         ;CTR000165      ;2023/12/06 00:00:00.000;2024/01/05 00:00:00.000;2023/11/06 00:00:00.000;2023/12/06 00:00:00.000;19,84;20,0;23,81;11,9;220,46;Payée     ;CLI00151  ;GAZ_0018            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00001227         ;CTR000106      ;2023/12/07 00:00:00.000;2024/01/06 00:00:00.000;2023/11/07 00:00:00.000;2023/12/07 00:00:00.000;14,8;20,0;17,76;8,88;164,44;Payée     ;CLI00147  ;GAZ_0030            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00001670         ;CTR000144      ;2023/12/07 00:00:00.000;2024/01/06 00:00:00.000;2023/11/07 00:00:00.000;2023/12/07 00:00:00.000;48,42;20,0;58,1;29,05;322,83;Payée     ;CLI00123  ;ELEC_0019           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00002026         ;CTR000176      ;2023/12/07 00:00:00.000;2024/01/06 00:00:00.000;2023/11/07 00:00:00.000;2023/12/07 00:00:00.000;22,5;20,0;27,0;13,5;249,95;Payée     ;CLI00182  ;GAZ_0036            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00002035         ;CTR000177      ;2023/12/07 00:00:00.000;2024/01/06 00:00:00.000;2023/11/07 00:00:00.000;2023/12/07 00:00:00.000;80,47;20,0;96,56;48,28;19,16;En retard ;CLI00089  ;EAU_0134            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00000116         ;CTR000010      ;2023/12/08 00:00:00.000;2024/01/07 00:00:00.000;2023/11/08 00:00:00.000;2023/12/08 00:00:00.000;181,65;20,0;217,98;108,99;43,25;Payée     ;CLI00012  ;EAU_0020            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000118         ;CTR000011      ;2023/12/08 00:00:00.000;2024/01/07 00:00:00.000;2023/11/08 00:00:00.000;2023/12/08 00:00:00.000;65,31;20,0;78,37;39,19;15,55;En attente;CLI00072  ;EAU_0140            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000310         ;CTR000028      ;2023/12/08 00:00:00.000;2024/01/07 00:00:00.000;2023/11/08 00:00:00.000;2023/12/08 00:00:00.000;8,65;20,0;10,38;5,19;96,12;En attente;CLI00028  ;GAZ_0024            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000724         ;CTR000063      ;2023/12/08 00:00:00.000;2024/01/07 00:00:00.000;2023/11/08 00:00:00.000;2023/12/08 00:00:00.000;21,61;20,0;25,93;12,97;240,11;Payée     ;CLI00028  ;GAZ_0003            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00000945         ;CTR000082      ;2023/12/08 00:00:00.000;2024/01/07 00:00:00.000;2023/11/08 00:00:00.000;2023/12/08 00:00:00.000;339,78;20,0;407,74;203,87;80,9;Payée     ;CLI00055  ;EAU_0053            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00000982         ;CTR000085      ;2023/12/08 00:00:00.000;2024/01/07 00:00:00.000;2023/11/08 00:00:00.000;2023/12/08 00:00:00.000;242,08;20,0;290,5;145,25;1613,89;Payée     ;CLI00051  ;ELEC_0118           ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001122         ;CTR000097      ;2023/12/08 00:00:00.000;2024/01/07 00:00:00.000;2023/11/08 00:00:00.000;2023/12/08 00:00:00.000;294,34;20,0;353,21;176,6;70,08;En attente;CLI00126  ;EAU_0074            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001539         ;CTR000133      ;2023/12/08 00:00:00.000;2024/01/07 00:00:00.000;2023/11/08 00:00:00.000;2023/12/08 00:00:00.000;62,58;20,0;75,1;37,55;14,9;Payée     ;CLI00041  ;EAU_0113            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000302         ;CTR000027      ;2023/12/09 00:00:00.000;2024/01/08 00:00:00.000;2023/11/09 00:00:00.000;2023/12/09 00:00:00.000;159,7;20,0;191,64;95,82;1064,67;Payée     ;CLI00163  ;ELEC_0040           ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00001611         ;CTR000139      ;2023/12/09 00:00:00.000;2024/01/08 00:00:00.000;2023/11/09 00:00:00.000;2023/12/09 00:00:00.000;8,49;20,0;10,19;5,09;94,28;Payée     ;CLI00168  ;GAZ_0024            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00001795         ;CTR000155      ;2023/12/09 00:00:00.000;2024/01/08 00:00:00.000;2023/11/09 00:00:00.000;2023/12/09 00:00:00.000;208,91;20,0;250,69;125,35;1392,76;Payée     ;CLI00166  ;ELEC_0022           ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00000580         ;CTR000051      ;2023/12/10 00:00:00.000;2024/01/09 00:00:00.000;2023/11/10 00:00:00.000;2023/12/10 00:00:00.000;146,37;20,0;175,64;87,82;34,85;Payée     ;CLI00140  ;EAU_0047            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00001066         ;CTR000093      ;2023/12/10 00:00:00.000;2024/01/09 00:00:00.000;2023/11/10 00:00:00.000;2023/12/10 00:00:00.000;125,96;20,0;151,15;75,57;29,99;En retard ;CLI00037  ;EAU_0131            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001345         ;CTR000116      ;2023/12/10 00:00:00.000;2024/01/09 00:00:00.000;2023/11/10 00:00:00.000;2023/12/10 00:00:00.000;24,21;20,0;29,05;14,53;269,03;Payée     ;CLI00181  ;GAZ_0075            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00000763         ;CTR000067      ;2023/12/11 00:00:00.000;2024/01/10 00:00:00.000;2023/11/11 00:00:00.000;2023/12/11 00:00:00.000;171,85;20,0;206,22;103,11;1145,7;En retard ;CLI00007  ;ELEC_0124           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00000887         ;CTR000077      ;2023/12/11 00:00:00.000;2024/01/10 00:00:00.000;2023/11/11 00:00:00.000;2023/12/11 00:00:00.000;96,85;20,0;116,22;58,11;23,06;En retard ;CLI00110  ;EAU_0119            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00000925         ;CTR000080      ;2023/12/11 00:00:00.000;2024/01/10 00:00:00.000;2023/11/11 00:00:00.000;2023/12/11 00:00:00.000;40,81;20,0;48,97;24,49;453,43;Payée     ;CLI00189  ;GAZ_0051            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001513         ;CTR000130      ;2023/12/11 00:00:00.000;2024/01/10 00:00:00.000;2023/11/11 00:00:00.000;2023/12/11 00:00:00.000;54,29;20,0;65,15;32,57;361,94;Payée     ;CLI00148  ;ELEC_0034           ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00000475         ;CTR000042      ;2023/12/12 00:00:00.000;2024/01/11 00:00:00.000;2023/11/12 00:00:00.000;2023/12/12 00:00:00.000;217,43;20,0;260,92;130,46;1449,55;En retard ;CLI00051  ;ELEC_0118           ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00000607         ;CTR000053      ;2023/12/12 00:00:00.000;2024/01/11 00:00:00.000;2023/11/12 00:00:00.000;2023/12/12 00:00:00.000;14,87;20,0;17,84;8,92;165,17;Payée     ;CLI00113  ;GAZ_0075            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00000735         ;CTR000064      ;2023/12/12 00:00:00.000;2024/01/11 00:00:00.000;2023/11/12 00:00:00.000;2023/12/12 00:00:00.000;401,02;20,0;481,22;240,61;95,48;Payée     ;CLI00057  ;EAU_0131            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001850         ;CTR000160      ;2023/12/12 00:00:00.000;2024/01/11 00:00:00.000;2023/11/12 00:00:00.000;2023/12/12 00:00:00.000;294,8;20,0;353,76;176,88;70,19;Payée     ;CLI00029  ;EAU_0062            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00001701         ;CTR000147      ;2023/12/13 00:00:00.000;2024/01/12 00:00:00.000;2023/11/13 00:00:00.000;2023/12/13 00:00:00.000;272,03;20,0;326,44;163,22;64,77;Payée     ;CLI00199  ;EAU_0035            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000427         ;CTR000038      ;2023/12/14 00:00:00.000;2024/01/13 00:00:00.000;2023/11/14 00:00:00.000;2023/12/14 00:00:00.000;118,48;20,0;142,18;71,09;28,21;En attente;CLI00038  ;EAU_0017            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00001087         ;CTR000094      ;2023/12/14 00:00:00.000;2024/01/13 00:00:00.000;2023/11/14 00:00:00.000;2023/12/14 00:00:00.000;43,22;20,0;51,86;25,93;480,21;En attente;CLI00153  ;GAZ_0036            ;2026/01/03 22:25:26.000000000;2026/01/03 22:25:26.000000000
FAC00001981         ;CTR000172      ;2023/12/15 00:00:00.000;2024/01/14 00:00:00.000;2023/11/15 00:00:00.000;2023/12/15 00:00:00.000;211,51;20,0;253,81;126,91;50,36;Payée     ;CLI00112  ;EAU_0062            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00000376         ;CTR000033      ;2023/12/16 00:00:00.000;2024/01/15 00:00:00.000;2023/11/16 00:00:00.000;2023/12/16 00:00:00.000;212,35;20,0;254,82;127,41;50,56;Payée     ;CLI00007  ;EAU_0023            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000574         ;CTR000050      ;2023/12/16 00:00:00.000;2024/01/15 00:00:00.000;2023/11/16 00:00:00.000;2023/12/16 00:00:00.000;157,66;20,0;189,19;94,6;1051,09;Payée     ;CLI00145  ;ELEC_0052           ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00000795         ;CTR000069      ;2023/12/16 00:00:00.000;2024/01/15 00:00:00.000;2023/11/16 00:00:00.000;2023/12/16 00:00:00.000;265,39;20,0;318,47;159,23;1769,24;En attente;CLI00187  ;ELEC_0037           ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00000843         ;CTR000074      ;2023/12/16 00:00:00.000;2024/01/15 00:00:00.000;2023/11/16 00:00:00.000;2023/12/16 00:00:00.000;183,97;20,0;220,76;110,38;1226,5;En retard ;CLI00088  ;ELEC_0028           ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001355         ;CTR000117      ;2023/12/16 00:00:00.000;2024/01/15 00:00:00.000;2023/11/16 00:00:00.000;2023/12/16 00:00:00.000;39,32;20,0;47,18;23,59;436,91;Payée     ;CLI00069  ;GAZ_0132            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001603         ;CTR000138      ;2023/12/16 00:00:00.000;2024/01/15 00:00:00.000;2023/11/16 00:00:00.000;2023/12/16 00:00:00.000;178,65;20,0;214,38;107,19;1190,99;Payée     ;CLI00161  ;ELEC_0079           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00001412         ;CTR000122      ;2023/12/17 00:00:00.000;2024/01/16 00:00:00.000;2023/11/17 00:00:00.000;2023/12/17 00:00:00.000;119,53;20,0;143,44;71,72;28,46;Payée     ;CLI00161  ;EAU_0107            ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00000201         ;CTR000018      ;2023/12/18 00:00:00.000;2024/01/17 00:00:00.000;2023/11/18 00:00:00.000;2023/12/18 00:00:00.000;-108,82;20,0;130,58;65,29;25,91;Payée     ;CLI00014  ;EAU_0026            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000226         ;CTR000020      ;2023/12/18 00:00:00.000;2024/01/17 00:00:00.000;2023/11/18 00:00:00.000;2023/12/18 00:00:00.000;29,03;20,0;34,84;17,42;322,54;Payée     ;CLI00158  ;GAZ_0102            ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00001274         ;CTR000110      ;2023/12/18 00:00:00.000;2024/01/17 00:00:00.000;2023/11/18 00:00:00.000;2023/12/18 00:00:00.000;92,36;20,0;110,83;55,41;21,99;Payée     ;CLI00009  ;EAU_0116            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00000033         ;CTR000003      ;2023/12/19 00:00:00.000;2024/01/18 00:00:00.000;2023/11/19 00:00:00.000;2023/12/19 00:00:00.000;40,89;20,0;49,07;24,53;272,59;En attente;CLI00179  ;ELEC_0058           ;2026/01/03 22:25:20.000000000;2026/01/03 22:25:20.000000000
FAC00000755         ;CTR000066      ;2023/12/19 00:00:00.000;2024/01/18 00:00:00.000;2023/11/19 00:00:00.000;2023/12/19 00:00:00.000;19,43;20,0;23,32;11,66;215,86;Payée     ;CLI00174  ;GAZ_0129            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00000909         ;CTR000079      ;2023/12/19 00:00:00.000;2024/01/18 00:00:00.000;2023/11/19 00:00:00.000;2023/12/19 00:00:00.000;38,34;20,0;46,01;23,0;425,96;En retard ;CLI00169  ;GAZ_0111            ;2026/01/03 22:25:25.000000000;2026/01/03 22:25:25.000000000
FAC00001177         ;CTR000102      ;2023/12/19 00:00:00.000;2024/01/18 00:00:00.000;2023/11/19 00:00:00.000;2023/12/19 00:00:00.000;18,48;20,0;22,18;11,09;205,31;Payée     ;CLI00114  ;GAZ_0126            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00001206         ;CTR000104      ;2023/12/19 00:00:00.000;2024/01/18 00:00:00.000;2023/11/19 00:00:00.000;2023/12/19 00:00:00.000;162,46;20,0;194,95;97,47;38,68;En attente;CLI00009  ;EAU_0071            ;2026/01/03 22:25:27.000000000;2026/01/03 22:25:27.000000000
FAC00001367         ;CTR000118      ;2023/12/19 00:00:00.000;2024/01/18 00:00:00.000;2023/11/19 00:00:00.000;2023/12/19 00:00:00.000;81,89;20,0;98,27;49,14;545,96;Payée     ;CLI00193  ;ELEC_0106           ;2026/01/03 22:25:28.000000000;2026/01/03 22:25:28.000000000
FAC00001774         ;CTR000153      ;2023/12/19 00:00:00.000;2024/01/18 00:00:00.000;2023/11/19 00:00:00.000;2023/12/19 00:00:00.000;19,52;20,0;23,42;11,71;216,85;En attente;CLI00032  ;GAZ_0099            ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00001856         ;CTR000161      ;2023/12/19 00:00:00.000;2024/01/18 00:00:00.000;2023/11/19 00:00:00.000;2023/12/19 00:00:00.000;249,47;20,0;299,36;149,68;1663,16;Payée     ;CLI00153  ;ELEC_0019           ;2026/01/03 22:25:30.000000000;2026/01/03 22:25:30.000000000
FAC00000341         ;CTR000030      ;2023/12/20 00:00:00.000;2024/01/19 00:00:00.000;2023/11/20 00:00:00.000;2023/12/20 00:00:00.000;6,28;20,0;7,54;3,77;69,73;En attente;CLI00070  ;GAZ_0027            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000462         ;CTR000041      ;2023/12/20 00:00:00.000;2024/01/19 00:00:00.000;2023/11/20 00:00:00.000;2023/12/20 00:00:00.000;39,07;20,0;46,88;23,44;260,5;Payée     ;CLI00064  ;ELEC_0127           ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
FAC00000643         ;CTR000057      ;2023/12/20 00:00:00.000;2024/01/19 00:00:00.000;2023/11/20 00:00:00.000;2023/12/20 00:00:00.000;39,65;20,0;47,58;23,79;440,52;En attente;CLI00154  ;GAZ_0123            ;2026/01/03 22:25:24.000000000;2026/01/03 22:25:24.000000000
FAC00001925         ;CTR000167      ;2023/12/20 00:00:00.000;2024/01/19 00:00:00.000;2023/11/20 00:00:00.000;2023/12/20 00:00:00.000;16,85;20,0;20,22;10,11;187,17;En retard ;CLI00161  ;GAZ_0129            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00002006         ;CTR000174      ;2023/12/20 00:00:00.000;2024/01/19 00:00:00.000;2023/11/20 00:00:00.000;2023/12/20 00:00:00.000;34,7;20,0;41,64;20,82;385,6;Payée     ;CLI00157  ;GAZ_0015            ;2026/01/03 22:25:31.000000000;2026/01/03 22:25:31.000000000
FAC00001549         ;CTR000134      ;2023/12/21 00:00:00.000;2024/01/20 00:00:00.000;2023/11/21 00:00:00.000;2023/12/21 00:00:00.000;32,86;20,0;39,43;19,72;219,09;Payée     ;CLI00110  ;ELEC_0052           ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00001693         ;CTR000146      ;2023/12/21 00:00:00.000;2024/01/20 00:00:00.000;2023/11/21 00:00:00.000;2023/12/21 00:00:00.000;67,45;20,0;80,94;40,47;16,06;Payée     ;CLI00095  ;EAU_0077            ;2026/01/03 22:25:29.000000000;2026/01/03 22:25:29.000000000
FAC00000142         ;CTR000013      ;2023/12/22 00:00:00.000;2024/01/21 00:00:00.000;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;40,47;20,0;48,56;24,28;269,81;En attente;CLI00054  ;ELEC_0037           ;2026/01/03 22:25:21.000000000;2026/01/03 22:25:21.000000000
FAC00000327         ;CTR000029      ;2023/12/22 00:00:00.000;2024/01/21 00:00:00.000;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;31,31;20,0;37,57;18,78;347,85;Payée     ;CLI00079  ;GAZ_0114            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000443         ;CTR000039      ;2023/12/22 00:00:00.000;2024/01/21 00:00:00.000;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;19,17;20,0;23,0;11,5;213,02;Payée     ;CLI00071  ;GAZ_0108            ;2026/01/03 22:25:22.000000000;2026/01/03 22:25:22.000000000
FAC00000561         ;CTR000049      ;2023/12/22 00:00:00.000;2024/01/21 00:00:00.000;2023/11/22 00:00:00.000;2023/12/22 00:00:00.000;49,35;20,0;59,22;29,61;11,75;Payée     ;CLI00072  ;EAU_0101            ;2026/01/03 22:25:23.000000000;2026/01/03 22:25:23.000000000
